code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
600663,1,"511,690","200,792","221,635","224,363","49,600","174,762",0.86,"278,246","3,573","1,195,876","1,483,144","47,082","4,562,075","1,764,478","1,273,231","3,037,709","1,524,365","314,115","-99,543","-648,452","712,120","-35,869","278,246"
002061,-1,"247,996","227,441","-16,692","-17,458",876,"-18,334",-0.40,"21,418","10,320","7,810","69,542","152,226","252,400","134,904","29,442","164,346","88,055","16,976","19,412",-745,"-20,764","-1,436","15,540"
002336,1,"1,211,738","950,659","-24,716","-36,815","9,237","-46,052",-1.15,"139,540",510,"159,432","462,766","93,369","690,874","411,566","7,203","418,769","272,105","198,021","2,896","-61,520",0,"-58,624","139,396"
600867,1,"145,134","45,205","32,743","32,382","4,728","27,654",0.27,"20,188","39,217","62,958","131,177","121,572","295,622","46,065","33,506","79,572","216,050","21,606","20,589","-10,604","-11,403","-1,418","20,188"
002189,1,"70,773","58,402","1,011","1,308",-7,"1,314",0.07,"14,035","19,937","7,750","45,406","28,871","76,278","19,266","5,952","25,218","51,060","11,648","5,537","-2,083","-1,134","2,360","14,008"
600189,1,"141,750","106,784","-2,535","3,567","2,344","1,223",0.03,"19,298","13,650","57,773","202,818","126,694","387,435","138,487","106,618","245,105","142,330","29,004",385,"-36,924","25,842","-10,697","18,307"
300329,1,"35,308","25,865","2,700","2,981",378,"2,603",0.19,"16,382","8,645","16,315","43,652","19,650","66,843","12,088",40,"12,128","54,715","19,992",516,"-2,521","-2,169","-4,220","15,772"
002512,1,"76,068","46,413","14,179","15,193","2,265","12,928",0.29,"28,254","33,451","15,114","84,226","42,800","226,844","56,567","5,651","62,218","164,626","43,093","-1,699","-30,853","17,613","-15,044","28,049"
300377,1,"20,004","3,894","4,443","4,928",289,"4,639",0.42,"22,592","11,594",--,"34,461","6,147","46,246","2,484","1,076","3,560","42,686","7,207","3,764","-6,583","18,204","15,385","22,592"
600082,1,"92,141","74,845","3,920","5,445","1,369","4,075",0.06,"26,095",254,"297,332","329,210","4,179","343,126","138,428","30,125","168,553","174,573","25,943","-12,914",-67,"13,133",152,"26,095"
603099,1,"29,290","12,881","10,586","10,801","2,832","7,969",0.36,"46,357",38,547,"47,752","17,976","83,504","4,263",584,"4,847","78,657","15,448","12,338","-8,096","26,644","30,886","46,334"
603019,1,"279,675","219,827","7,141","13,808","2,004","11,804",0.49,"56,575","57,066","31,544","172,603","75,159","292,077","133,238","39,395","172,633","119,445","54,547","3,075","-22,655","18,361","-1,252","53,294"
600693,1,"174,634","136,147","21,206","18,190","4,989","13,200",0.43,"72,249",374,"246,280","341,340","31,311","411,971","182,849","100,523","283,372","128,599","23,274","-38,066","63,122","23,919","48,976","72,249"
600382,1,"21,770","8,778","18,398","18,363","2,537","15,826",0.46,"3,805","6,119",827,"149,899","3,770","321,987","28,338",0,"28,338","293,649","29,775","-121,342","55,076","40,297","-25,969","3,805"
002108,1,"217,526","165,439","26,741","27,100","5,561","21,540",0.35,"15,677","62,796","21,866","132,361","78,812","243,549","60,948","3,416","64,364","179,184","40,874","13,209","-22,213","-19,227","-28,093","12,781"
300240,1,"274,166","237,986","5,526","6,677","2,005","4,672",0.20,"42,636","35,715","1,465","95,910","28,041","159,604","36,221","7,023","43,244","116,360","46,249","2,884","-10,715","-1,621","-9,672","36,577"
600161,1,"182,655","77,300","28,490","30,357","7,742","22,616",0.25,"95,303","21,823","81,432","207,983","223,459","601,545","255,097","124,685","379,782","221,763","63,874","47,795","-46,178","27,137","28,583","92,457"
300471,1,"95,759","53,438","18,444","20,964","3,005","17,959",3.18,"33,354","26,046","56,033","122,422","13,708","150,442","89,745","2,838","92,583","57,860","29,830","13,572","-7,675","-2,829","3,052","32,882"
000952,1,"56,036","37,930","2,192","1,842",0,"1,842",0.08,"16,193","7,753","9,887","43,277","51,197","162,072","56,103","54,583","110,686","51,386","18,218","-3,335","-11,956","11,492","-3,775","14,443"
601003,1,"3,561,858","3,360,367","15,484","19,617","2,745","16,873",0.07,"402,636","64,116","621,018","1,371,665","1,080,462","2,500,007","1,574,366","355,622","1,929,987","570,020","126,428","304,736","-9,857","-88,702","206,303","332,731"
002265,1,"46,784","39,726",226,845,19,825,0.03,"3,940","11,650","23,011","49,506","23,498","77,922","24,825",630,"25,455","52,466","3,878",708,-611,-718,-620,"3,258"
600234,1,"1,058",1,"-1,176","-1,129",969,"-2,098",-0.05,191,131,7,"1,708",99,"46,942","24,848","13,572","38,420","8,522",230,"-2,427",-104,"2,491",-40,191
600088,1,"75,604","59,932","6,458","7,513","1,892","5,620",0.16,"69,362","10,169","11,389","105,267","42,271","150,823","32,643",0,"32,643","118,180","64,246","9,295","-2,125","-2,055","5,116","69,362"
002652,1,"145,100","120,347","8,679","8,617","1,661","6,955",0.13,"16,969","9,889","29,376","108,005","33,575","180,811","101,114","11,045","112,159","68,652","22,264","4,158","-49,718","31,125","-15,338","6,926"
600103,1,"189,549","173,510","6,353","5,762","1,647","4,115",0.03,"51,782","24,030","60,925","166,874","142,978","337,839","101,673","98,242","199,915","137,924","10,359","12,215","26,786","-33,748","5,192","15,552"
300153,1,"63,454","51,923","3,176","3,517",384,"3,133",0.20,"38,453","23,692","20,137","84,503","13,651","115,144","20,586",668,"21,254","93,890","46,632",-642,"-8,688","1,214","-8,181","38,451"
601231,1,"1,587,300","1,380,462","79,889","81,117","10,977","70,139",0.69,"421,930","352,148","187,995","982,755","185,744","1,233,357","594,750","5,999","600,749","632,608","221,953","96,322","-95,472","196,374","197,196","419,149"
600135,1,"94,622","76,172","3,236","3,654",541,"3,113",0.08,"19,237","16,906","27,197","78,804","24,142","118,749","18,128",27,"18,155","100,594","27,278","-6,918","-5,660","3,151","-9,365","17,913"
002465,1,"295,383","164,314","47,900","57,570","4,880","52,690",0.44,"111,691","156,622","136,985","518,300","87,069","848,870","208,570","101,708","310,278","538,592","148,319","-8,618","-168,941","140,321","-37,283","111,036"
600839,1,"5,950,390","5,092,512","1,102","53,353","26,603","26,750",0.01,"1,399,981","847,405","1,191,726","4,849,521","578,565","6,022,461","3,757,616","319,603","4,077,219","1,945,242","979,049","192,074","-93,053","118,178","227,946","1,206,995"
000812,1,"52,827","36,585","4,408","5,029",286,"4,743",0.04,"39,107","8,672","55,517","112,478","52,508","195,693","83,063","1,546","84,609","111,084","43,967","15,448","-7,898","-13,253","-5,702","38,265"
002762,1,"40,692","19,248","12,629","12,597","3,166","9,432",1.85,"24,651","2,903","9,613","38,487","4,229","44,309","5,793",0,"5,793","38,516","15,968","11,120",-857,"-1,581","8,683","24,651"
000928,1,"975,128","837,836","62,488","63,895","16,438","47,457",0.73,"195,236","599,022","178,638","1,276,872","5,174","1,344,501","1,056,113",0,"1,056,113","288,388","63,812","48,428","-26,981","15,656","38,994","102,806"
002538,1,"297,386","242,116","25,589","27,713","3,044","24,669",0.40,"70,450","2,751","73,541","232,943","87,589","410,567","46,042","63,338","109,379","301,188","9,948","42,819","-52,502","70,133","60,450","70,398"
000006,1,"232,873","147,746","67,128","68,515","17,270","51,245",0.38,"136,261","1,603","681,336","947,379",419,"1,175,322","540,445","213,431","753,875","421,447","200,638","-109,795","38,343","-3,575","-75,026","125,611"
002255,1,"140,415","112,663","7,232","8,033","1,467","6,565",0.25,"11,667","75,526","100,270","231,124","53,905","323,530","151,490","5,033","156,524","167,007","23,209",-501,"-11,552","-1,708","-13,882","9,327"
600297,1,"37,151","29,883","1,960","3,579",170,"3,410",0.10,"4,062","13,512","2,357","27,443","51,616","150,634","13,378","40,865","54,243","96,391","15,403","7,254","-16,324","-2,267","-11,340","4,062"
002229,1,"86,351","65,852","2,268","3,392",-252,"3,644",0.09,"15,686","16,040","13,012","58,277","50,521","136,576","45,436",317,"45,753","90,822","11,246","2,084","-6,408","5,843","1,519","12,765"
002169,1,"60,741","40,276","2,681","5,178",182,"4,996",0.16,"9,496","53,557","14,481","85,498","34,152","159,006","62,300","28,260","90,560","68,446","14,206","8,606","-19,940","7,741","-3,593","10,613"
002771,1,"58,178","44,075","4,956","5,352",680,"4,672",0.78,"17,029","18,500","33,667","73,151",458,"74,146","47,183",0,"47,183","26,963","13,148","6,700",-245,"-3,175","3,280","16,428"
002722,1,"39,792","24,634","4,157","4,636","1,241","3,395",0.26,"7,825","9,743","10,206","46,490","22,715","73,802","17,947",238,"18,185","55,617","5,061","5,379","-7,345","4,727","2,765","7,825"
002755,1,"47,087","34,393","4,464","4,496",745,"3,750",0.49,"10,087","36,786","3,879","53,533","3,760","58,266","24,904",0,"24,904","33,361","14,918","-3,530",-155,"-1,146","-4,831","10,087"
300429,1,"27,593","14,972","7,884","7,964","1,176","6,788",1.14,"5,178","2,875","5,229","16,740","13,813","36,937","9,660",983,"10,643","26,294","4,231","6,681","-6,902","1,179",946,"5,178"
300317,1,"68,015","51,441","-1,252",381,-235,615,0.06,"38,468","17,445","46,648","110,836","2,825","138,449","66,656","10,376","77,032","61,417","37,538","-3,888","-5,480","4,188","-4,950","32,589"
300231,1,"48,928","33,859","6,644","6,817","1,044","5,773",0.27,"20,193","15,301","1,047","44,111","7,687","52,459","8,036","4,449","12,485","39,973","19,362","-1,945",-665,"3,225",614,"19,976"
000703,1,"2,806,254","2,690,474","-45,391","-41,800","-2,154","-39,646",-0.31,"314,273","98,588","148,154","1,192,291","1,045,086","2,673,250","1,832,474","139,332","1,971,805","701,445","121,584","188,079","-131,557","8,514","65,665","187,249"
601211,1,--,--,"917,962","947,660","230,500","717,160",1.11,"10,512,712","169,420",--,--,"285,365","31,930,245",--,--,"27,200,379","4,729,867","4,698,485","4,941,538","-176,813","2,794,885","7,563,899","12,262,384"
000691,1,"3,433","3,676","-2,209","-2,213",-1,"-2,211",-0.06,836,--,"18,636","20,848","2,858","30,379","10,206","5,800","16,006","14,373",305,-675,745,336,407,712
300155,1,"63,994","36,479","6,442","9,347","1,108","8,239",0.23,"61,983","17,518","17,312","104,530","22,783","137,040","19,219","4,056","23,276","113,764","71,208","-4,814",-156,"-4,815","-9,785","61,423"
300093,1,"43,317","28,658","2,060","2,232",303,"1,929",0.09,"69,286","12,029","12,519","101,139","51,433","159,623","47,493","24,636","72,129","87,494","52,944","12,880","-5,073","5,608","13,379","66,323"
002017,1,"128,702","97,591","2,428","6,558",689,"5,869",0.20,"48,788","18,404","44,648","118,107","24,685","157,610","64,837","17,086","81,923","75,687","33,208","17,205","-5,500","3,654","15,152","48,360"
600117,1,"731,439","583,232","5,470","21,438","14,221","7,218",0.06,"191,972","82,176","218,402","550,110","920,787","2,268,725","1,467,206","451,634","1,918,841","349,885","61,674","-10,534","-63,573","74,275",168,"61,842"
601016,1,"118,331","57,084","17,470","25,078","2,355","22,723",0.11,"49,649","54,072","6,268","137,127","933,599","1,312,350","257,053","674,134","931,187","381,164","36,271","112,004","-139,383","40,760","13,378","49,649"
600800,1,"15,309","12,058","-5,269","2,732",859,"1,873",0.04,"12,451","8,009","3,318","42,174","7,660","76,679","64,409","3,704","68,112","8,567","14,323","-3,513","3,713","-2,072","-1,872","12,451"
300113,1,"64,903","14,270","14,258","15,996",-42,"16,037",0.54,"28,894","13,290",689,"64,721","4,328","132,756","28,375",786,"29,160","103,595","70,085","27,169","-63,321","-5,039","-41,191","28,894"
000790,1,"52,822","29,822","1,329","8,771","2,162","6,609",0.17,"13,001","30,013","8,476","66,413","22,878","106,254","41,169","1,855","43,024","63,230","14,258","-1,838","3,500","-2,920","-1,258","13,001"
300022,1,"389,749","348,884","-39,756","-47,614",975,"-48,589",-1.08,"31,169","66,966","70,321","205,764","11,703","236,771","208,971",909,"209,880","26,891","23,009","-7,001","-3,278","-6,030","-16,312","6,696"
002384,1,"352,374","296,818","3,449","4,655",211,"4,444",0.06,"54,989","119,250","86,452","300,957","141,237","511,408","354,571","5,918","360,489","150,919","31,902","-14,178","-57,480","60,350","-12,010","19,892"
002554,1,"138,142","96,200","21,163","21,502","3,921","17,581",0.34,"42,662","63,906","16,415","141,425","38,053","275,009","122,814","1,169","123,983","151,026","30,495","10,626","-58,693","49,925","1,815","32,310"
600960,1,"117,880","86,580","4,881","11,064","1,255","9,810",0.34,"64,294","25,549","36,986","202,326","75,914","298,068","80,931","8,859","89,790","208,278","32,618","16,507","-59,309","74,458","31,676","64,294"
000705,1,"208,123","175,951","5,006","4,827",746,"4,081",0.12,"37,406","38,428","31,309","115,609","38,785","180,256","56,180","1,822","58,002","122,254","38,906","8,141","-10,278","-2,316","-4,449","34,456"
000953,1,"55,529","75,572","2,162","1,783",--,"1,783",0.06,"44,193","12,903","15,978","85,668","60,387","159,360","128,819","6,579","135,398","23,963","17,943","-21,563","44,608","-28,810","-5,765","12,178"
002024,1,"10,892,530","9,228,457","-145,893","97,261","14,858","82,404",0.12,"2,227,447","53,558","1,603,852","5,064,741","1,215,538","8,219,373","4,211,691","1,054,002","5,265,693","2,953,680","1,511,809","-138,142","-200,705","62,854","-282,052","1,229,757"
002380,1,"31,430","17,510","3,075","4,903",548,"4,355",0.42,"34,640","24,831","10,546","76,277","19,958","112,164","16,299",919,"17,217","94,947","38,083","2,195","-4,679","-1,071","-3,555","34,528"
002603,1,"292,116","107,765","40,999","41,056","5,606","35,450",0.63,"40,153","23,962","83,374","224,244","141,782","508,791","36,726","16,654","53,381","455,410","70,963","10,590","-35,375","-6,031","-30,810","40,153"
600729,1,"3,014,006","2,505,554","58,392","59,036","9,751","49,285",1.21,"373,558","12,617","183,086","775,863","241,784","1,172,773","706,965","6,889","713,855","458,919","296,150","-11,673","-12,489","-27,186","-51,348","244,802"
300008,1,"84,667","70,261","4,736","5,692","1,577","4,115",0.18,"19,573","14,552","32,665","71,289","21,413","131,864","46,726",914,"47,641","84,223","30,031","-2,371","-17,817","6,139","-14,058","15,973"
000683,1,"719,973","502,782","47,656","48,561","20,891","27,670",0.15,"278,120","8,014","30,205","412,136","1,014,786","1,953,003","772,443","325,615","1,098,058","854,946","67,448","76,385","-34,122","80,916","123,179","190,627"
002523,1,"50,200","39,261",992,"1,306",6,"1,300",0.04,"5,410","57,308","13,898","112,029","28,256","145,327","30,965",542,"31,507","113,820","5,837","-2,432","2,562",-603,-474,"5,364"
002218,1,"54,579","38,913","-2,870",-339,155,-494,-0.01,"21,504","16,897","51,050","113,473","158,168","319,547","132,128","47,086","179,214","140,332","6,872","14,269","-23,187","20,833","11,752","18,624"
600183,1,"741,807","612,675","56,963","59,063","6,825","52,239",0.36,"49,719","248,645","136,162","491,714","269,680","831,433","342,290","38,429","380,719","450,715","122,473","20,572","-81,725","-11,490","-72,753","49,719"
002581,1,"31,914","19,162","9,429","9,569","1,421","8,148",0.58,"45,386","3,692","3,250","57,265","15,378","76,949","1,788",220,"2,008","74,940","46,770","8,011","-1,766","-7,628","-1,384","45,386"
600981,1,"923,203","888,197","4,311","4,630","2,605","2,026",0.03,"51,528","104,225","185,315","438,996","23,026","493,562","387,536","1,401","388,937","104,626","42,278","-32,727","10,444","13,563","-8,419","33,859"
600165,1,"134,317","126,288","-12,680","-11,315",93,"-11,408",-0.39,"30,066","33,784","38,597","112,723","67,820","240,079","143,083","4,564","147,647","92,433","7,317","-24,190","-3,571","26,298","-1,415","5,901"
300206,1,"52,278","23,593","-1,019","1,141",1,"1,141",0.07,"77,863","3,870","8,832","103,678","4,223","135,509","9,963","9,286","19,249","116,260","90,849",799,"-18,413","-3,572","-21,080","69,769"
300459,1,"47,690","37,695","3,876","4,160",542,"3,618",0.46,"17,143","7,753","5,959","33,768","23,817","65,754","24,125",433,"24,559","41,195","4,096","10,313","-1,568","2,172","10,349","14,445"
300241,1,"90,685","75,501","1,764","2,645",271,"2,374",0.11,"16,867","24,849","8,344","64,958","34,512","124,415","57,551","2,851","60,402","64,013","14,668","15,177","-26,604","3,859","-7,567","7,101"
600242,-1,"25,781","28,864","-26,285","-36,006",491,"-36,496",-1.21,"12,150","17,135","5,767","53,360","96,124","215,023","166,438","52,186","218,623","-3,601","1,677","5,967","-6,492",710,185,"1,862"
300017,1,"191,077","107,807","47,722","50,140","1,770","48,370",1.54,"76,218","29,666","1,663","157,800","30,630","197,766","29,206","4,964","34,169","163,597","56,534","52,190","-62,844",-623,"-11,257","45,277"
002409,1,"132,307","108,042","7,711","7,531","1,503","6,028",0.36,"25,052","19,551","17,139","125,382","24,365","168,915","40,109",963,"41,072","127,843","13,959","16,802","-15,295","-2,447","-2,116","11,842"
000838,1,"66,788","43,526","4,449","6,116","-1,636","7,752",0.39,"83,055",428,"382,056","491,700","6,760","522,011","264,132","99,482","363,614","158,397","17,051","-5,350","-2,053","85,466","78,063","95,114"
300020,1,"231,905","171,645","18,401","21,198","2,718","18,480",0.68,"40,568","131,769","118,732","330,262","9,214","409,049","218,251","1,425","219,675","189,374","44,996","-25,909","-13,762","30,253","-9,420","35,576"
