code,label,基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%)
300079,1,0.27,4.20,0.37,"54,732","38,647","12,308",59,"7,111","19,419","18,144","15,853","25,261","-76,419","328,548","223,781","25,889","22,504","289,572",6.53,5.68,70.61,6.10,47.87,22.49,28.17,34.12,6.27,38.27,8.71,8.02,71.83,44.73,36.92,199.02,9.94,8.88,651.93,-243.52,7.88,--,92.12,--,967.48,8.55,--,--,80.27,34.62,7.44,--,9.52,41.59,30.09,12.22,15.94,1.89,190.49,0.83,2.12,0.18,432.48,"2,012.30",0.25,"1,459.26",0.46,0.08,1.35,0.98,112.25
002153,1,1.24,--,--,"218,607","78,304","38,595","1,999","5,836","44,431","38,205","36,186","48,446","29,199","247,370","140,696","55,952","49,520","188,428",21.88,15.97,35.82,16.27,24.52,17.66,63.49,18.08,20.28,158.24,25.55,19.77,36.51,18.70,17.63,176.24,2.84,2.32,140.36,"-12,653.68",22.62,--,77.38,--,577.35,29.23,--,--,77.91,55.73,25.87,--,13.40,99.72,8.97,3.15,3.73,8.49,42.39,5.18,7.36,0.90,69.53,400.04,1.47,244.15,0.22,0.20,1.23,0.87,97.83
000428,1,-0.14,2.14,--,"151,437","68,826","-11,441",-4,"2,377","-9,064","-9,884","-12,103","11,565","6,937","923,077","305,635","741,277","440,530","154,062",-6.20,-1.04,45.45,-1.11,-5.61,-7.55,48.84,-6.34,-6.42,198.25,78.40,15.44,51.16,52.20,-26.18,-759.37,0.69,0.18,6.98,28.88,80.31,-1.47,19.70,21.53,49.17,407.74,162.24,52.23,70.85,339.63,351.65,136.46,40.05,-14.97,-186.20,-4.32,14.80,19.49,18.47,0.35,0.43,0.18,"1,033.30","2,052.45",0.53,681.82,0.08,0.01,--,0.02,2.63
600311,1,-0.04,--,--,"21,531","1,444","-3,966",--,492,"-3,474","-2,506","-2,998","1,290","10,950","97,899","60,177","9,041","8,854","88,858",-2.78,-2.56,6.71,-2.54,-13.93,-18.42,93.29,-11.64,-2.82,25.08,18.79,17.05,6.71,22.53,-14.16,-41.58,6.80,5.93,431.64,520.84,9.23,--,90.77,--,269.99,10.17,--,--,63.16,42.45,9.96,--,33.62,2.37,-614.62,-2.66,-1.43,"28,019.72",0.01,3.13,0.63,0.22,114.99,"1,648.35",0.44,817.07,0.06,0.01,--,0.14,14.57
300296,1,0.52,3.41,0.26,"117,992","45,144","16,200","1,040","3,278","19,478","16,132","12,551","8,405",-871,"195,584","149,784","85,134","64,356","110,156",17.42,8.37,38.26,10.25,19.26,13.73,60.60,13.88,14.64,60.52,17.69,9.99,39.40,23.97,22.17,231.77,2.33,1.72,40.65,"1,394.59",43.53,--,56.47,--,"1,785.72",77.08,--,--,66.22,41.47,58.27,--,3.16,51.64,104.17,50.07,57.58,2.46,146.32,2.13,20.02,0.74,168.82,487.74,0.94,384.74,0.07,0.04,0.51,0.10,13.06
300013,1,0.04,1.89,0.08,"40,429","12,496","1,637",494,97,"1,734",644,578,"1,417","-4,611","68,208","43,568","31,719","30,610","34,062",1.90,1.27,30.91,1.42,4.42,4.05,68.79,2.14,1.89,56.91,28.07,15.02,31.21,27.87,34.04,720.58,1.42,1.42,60.41,405.89,46.50,0.08,53.50,1.47,211.51,86.93,65.73,2.67,64.78,67.53,86.63,202.25,25.29,9.76,30.56,1.51,26.73,4.29,83.92,509.81,2.66,0.66,0.71,543.31,1.08,334.39,0.04,0.02,1.64,0.04,4.63
300142,1,0.61,12.32,-0.28,"71,902","30,461","12,816","56,021",980,"13,796","14,342","-44,358","-6,593","-64,575","596,772","222,071","275,574","141,541","288,291",5.11,1.62,42.36,1.60,12.97,17.82,56.60,13.45,4.98,144.84,10.55,5.68,43.40,90.25,413.18,220.80,1.57,1.46,41.27,189.49,46.18,--,53.82,--,613.76,85.80,--,--,68.36,116.66,44.07,--,8.77,23.31,"1,880.93",9.31,-2.74,1.42,252.92,1.55,1.34,0.12,231.75,"3,030.30",0.29,"1,229.51",-0.09,-0.01,-0.68,-0.02,-4.66
000663,1,-0.10,--,--,"46,001","7,031","-3,821","1,854","2,026","-1,795","-2,067","-4,404","6,242",999,"137,085","77,139","101,680","63,101","32,327",-6.30,-1.32,15.29,-1.32,-3.60,-8.31,83.97,-3.92,-6.39,120.43,68.97,17.81,16.03,23.52,-216.18,-391.81,1.22,0.18,9.63,66.57,74.17,2.53,25.83,25.92,92.39,287.20,84.50,50.09,59.37,169.32,278.60,134.07,27.95,0.23,-230.92,-1.83,1.19,22.95,15.68,0.59,1.18,0.34,607.39,"1,066.67",0.61,587.37,0.14,0.05,--,0.06,9.89
600975,1,-0.21,--,--,"130,249","3,086","-10,444",79,"3,627","-6,817","-4,896","-5,367","-2,844","-3,879","128,646","57,447","68,443","42,490","51,054",-9.17,-5.35,2.37,-5.53,-4.87,-8.02,97.60,-5.28,-9.59,51.58,20.08,9.40,2.40,9.89,-54.36,-45.26,1.35,0.57,21.79,-202.08,53.20,1.34,46.80,15.55,107.87,113.69,88.77,24.94,74.63,118.27,103.80,194.29,43.38,15.26,-799.69,-3.19,6.93,19.49,18.47,3.73,3.13,1.05,96.61,344.04,2.18,165.38,-0.02,-0.02,--,-0.04,-6.69
002331,1,0.26,--,--,"78,130","15,192","5,760",347,"1,484","7,245","5,713","4,517",-909,"20,034","156,837","125,573","36,439","36,050","117,234",6.54,3.87,19.44,4.34,10.02,7.37,79.04,7.77,4.87,36.32,7.34,5.63,20.96,11.95,25.28,209.69,3.48,3.03,157.84,"-7,758.39",23.23,--,76.77,--,921.76,30.27,--,--,82.53,25.97,29.94,--,8.33,-1.70,-17.85,53.12,27.92,3.39,106.31,3.65,5.91,0.56,98.70,643.78,0.72,502.51,-0.01,-0.01,-0.15,-0.03,-2.52
600603,-1,-1.00,--,--,"3,768",790,"-23,323",-87,123,"-23,199","-19,472","-19,619","-1,157",735,"25,837","11,236","40,004","33,638","-15,183",--,-89.96,20.97,-70.53,-325.53,-618.98,77.36,-616.90,--,-88.42,--,-66.61,22.64,110.11,-0.16,-3.41,0.33,0.21,9.35,"-1,904.02",154.83,--,-54.83,--,-62.25,-282.39,--,--,79.05,-103.08,-237.45,--,88.08,-22.80,--,-256.38,-35.53,9.08,39.65,1.05,0.18,0.11,342.24,"3,149.61",0.37,961.28,-0.31,-0.04,--,-0.03,-3.44
600688,1,-0.07,1.53,0.37,"10,218,286","273,469","-103,766","5,415","12,351","-91,415","-71,643","-80,603","403,992","14,594","3,114,598","951,042","1,430,397","1,248,485","1,657,062",-4.17,-2.25,2.68,-2.06,-0.89,-1.02,88.12,-0.69,-4.32,270.52,173.47,93.81,11.88,3.53,-19.43,-299.15,0.76,0.29,2.24,-133.42,45.93,-0.55,54.07,5.24,101.84,84.93,117.11,8.84,35.60,128.46,83.82,217.49,53.10,-11.56,-134.76,-6.90,-15.63,56.70,6.35,12.03,5.96,3.00,29.92,119.90,8.52,42.27,0.04,0.13,--,0.28,32.36
600595,1,0.02,--,--,"967,285","79,789","-55,823","3,723","36,214","-19,609","4,267","-25,031","144,145","-73,543","2,516,812","545,491","1,900,144","1,205,939","547,721",0.78,-0.71,8.25,-0.69,-1.92,-5.77,91.48,-1.85,0.78,225.43,63.66,15.60,8.52,13.77,-203.66,-406.90,0.45,0.35,20.45,79.70,75.50,-0.49,24.50,12.91,63.29,308.13,209.36,34.51,70.36,319.67,248.25,145.62,38.71,-9.33,--,-0.67,-5.47,20.48,17.58,6.96,0.98,0.37,51.70,963.86,1.49,241.68,0.15,0.06,--,0.08,11.95
002011,1,0.15,--,--,"660,145","108,843","10,654","1,912","5,065","15,719","12,622","7,497","14,182","-55,824","1,039,756","445,110","686,677","498,972","349,433",3.67,1.01,16.49,1.06,2.42,1.61,82.93,1.60,3.61,78.91,18.85,6.40,17.07,14.97,44.39,692.43,0.89,0.69,13.06,190.30,66.04,-0.55,33.96,2.87,233.73,194.48,155.29,7.80,72.95,168.42,149.77,131.75,14.53,2.08,-37.24,3.22,9.49,5.72,62.98,5.01,4.89,0.66,71.81,542.41,1.33,270.01,0.02,0.01,1.35,0.02,2.84
300272,1,0.25,2.09,0.31,"37,474","14,659","7,841",513,241,"8,082","6,424","5,947","8,025","-9,183","86,949","51,552","9,840","8,776","53,251",12.72,7.85,39.12,9.55,27.00,20.92,60.57,18.22,12.06,44.98,14.89,13.21,39.43,19.00,9.34,181.38,5.87,5.26,51.55,"-4,055.71",11.32,--,88.68,--,522.50,12.76,--,--,76.02,45.90,11.38,--,16.97,20.41,17.16,50.21,55.20,6.71,53.66,4.18,2.86,0.52,86.12,686.76,0.96,373.37,0.21,0.09,1.18,0.82,91.45
002270,1,0.10,--,--,"30,062","9,235",833,125,"1,330","2,162","1,838",789,"1,450","-3,410","76,751","39,360","17,685","14,503","59,066",3.14,2.39,30.72,2.33,7.47,2.77,68.37,6.11,3.11,71.47,22.89,17.61,31.63,27.01,67.27,427.14,2.71,2.06,72.98,-632.79,23.04,--,76.96,--,206.18,29.94,--,--,71.03,63.30,24.55,--,37.33,-17.96,-0.96,1.53,-5.46,3.16,113.83,1.98,1.02,0.38,181.77,945.63,0.74,485.63,0.05,0.02,0.79,0.08,10.00
601965,1,0.65,--,--,"156,889","42,807","29,861","2,334","19,614","49,474","41,340","22,522","8,611","-47,723","415,721","234,701","57,103","43,602","352,914",11.73,9.93,27.29,10.16,38.60,19.03,72.33,26.31,11.71,99.19,17.72,15.29,27.67,8.98,44.36,86.52,5.38,4.98,260.96,"-1,261.87",13.74,0.00,86.26,0.07,274.04,15.92,50.44,0.08,85.45,50.48,12.24,898.13,31.48,4.58,-2.63,8.85,4.70,6.65,54.16,6.45,1.37,0.39,55.84,932.40,0.68,531.13,0.05,0.02,0.21,0.15,19.75
000899,1,0.60,--,--,"266,904","74,359","49,934","5,767",501,"50,434","38,782","37,955","78,227","-9,369","595,092","83,126","383,737","225,801","210,455",20.05,6.52,27.86,6.42,22.69,18.71,71.33,14.53,18.43,332.57,101.76,36.14,28.67,11.13,12.43,147.44,0.37,0.31,10.40,313.58,64.48,-1.10,35.52,26.47,52.58,181.56,138.78,42.71,69.51,242.23,181.38,155.17,67.54,0.75,-12.03,19.20,-3.04,9.25,38.91,12.40,0.65,0.44,29.02,815.22,3.16,114.08,0.29,0.13,2.02,0.20,34.64
002623,1,0.24,--,--,"86,282","11,502","3,643",0,640,"4,283","3,782","2,135","9,589","-30,521","259,904","146,487","49,329","46,090","210,575",1.81,1.46,13.33,1.55,5.35,4.22,86.41,4.38,1.80,107.24,8.15,6.60,13.59,6.10,14.95,268.54,3.18,3.01,159.56,-0.02,18.98,--,81.02,--,341.62,23.43,--,--,82.17,53.86,21.89,--,23.72,22.91,-38.60,1.51,13.38,3.69,97.55,11.11,1.59,0.35,32.41,"1,020.41",0.60,597.21,0.11,0.04,2.54,0.19,20.81
002302,1,0.64,--,--,"1,021,104","118,315","46,748",--,703,"47,452","33,272","32,653","1,924","6,665","1,087,289","799,941","684,886","570,979","371,753",9.31,3.36,11.59,3.68,4.92,4.58,87.99,3.58,8.95,333.19,42.73,15.82,12.01,6.08,1.48,249.34,1.40,1.35,26.42,488.14,62.99,0.04,37.01,0.88,157.70,170.20,69.74,2.33,65.33,71.41,144.28,184.75,23.47,18.54,-19.01,8.68,21.05,2.99,120.38,33.36,4.08,1.03,10.79,350.02,1.43,251.06,0.00,0.00,0.05,0.00,0.34
002436,1,0.56,--,--,"167,383","52,045","12,543","1,183","1,332","13,875","12,572","11,491","15,772","3,777","261,553","86,769","90,192","88,027","171,361",7.56,4.81,31.09,5.11,8.94,7.49,68.24,7.51,7.34,328.45,42.82,28.05,31.76,23.86,18.13,375.10,0.99,0.81,14.97,578.43,34.48,0.00,65.52,0.00,127.03,52.63,102.00,0.00,68.93,102.00,51.37,292.49,51.57,28.68,9.81,5.56,13.67,3.70,97.17,8.78,1.23,0.68,41.01,528.71,2.14,167.89,0.09,0.06,1.25,0.17,17.92
002267,1,0.49,--,--,"532,246","94,263","60,656","2,118",217,"60,873","51,233","51,029","112,555","37,306","975,030","185,608","514,857","286,953","450,638",14.41,5.29,17.71,5.60,12.87,11.40,81.83,9.69,11.37,263.03,63.57,30.00,18.17,6.56,3.84,154.85,0.65,0.63,45.63,382.33,52.80,-1.14,47.20,11.87,69.96,111.88,137.08,20.09,73.19,171.55,87.50,233.61,67.46,31.16,54.21,42.89,12.63,19.58,18.38,83.42,0.88,0.58,4.32,622.51,3.35,107.60,0.21,0.12,2.18,0.22,39.22
000672,1,0.46,--,--,"273,664","77,757","46,074",-266,"3,774","49,848","37,050","35,226","79,999","9,251","385,037","122,568","207,439","201,960","173,702",22.82,9.59,28.41,10.32,21.95,16.84,70.84,13.50,21.33,168.16,77.04,35.53,29.16,11.39,7.04,155.99,0.61,0.46,26.03,782.95,53.88,0.00,46.12,0.00,88.61,116.80,147.79,0.00,66.74,147.79,113.72,176.37,52.05,7.58,41.73,20.69,16.29,28.42,12.67,7.40,1.39,0.76,48.64,471.02,2.42,148.99,0.29,0.21,2.17,0.39,39.61
002297,1,0.01,--,--,"38,025","8,281","-2,135","-1,440","3,028",893,521,"-2,325","1,341","-29,849","173,698","86,533","55,194","47,518","113,455",0.46,0.48,21.78,0.45,2.34,-5.61,77.68,2.19,0.46,52.05,17.52,11.95,22.32,22.36,177.76,927.04,1.82,1.31,75.15,176.78,31.78,0.05,68.22,1.15,260.64,46.58,72.33,1.66,69.53,73.55,41.79,327.42,26.18,3.59,--,0.71,-11.67,2.23,161.27,1.23,0.81,0.21,291.55,"1,753.53",0.38,940.44,0.04,0.01,1.61,0.02,2.82
600806,1,-0.38,--,--,"86,789","15,796","-18,774",947,"1,525","-17,249","-20,409","-22,417","-13,226","-1,518","281,512","175,308","164,432","127,671","108,556",-17.08,-7.44,18.20,-7.47,-16.77,-21.63,80.99,-24.13,-18.80,46.51,21.10,8.78,19.01,36.74,-14.33,-91.58,1.37,0.67,12.77,-880.55,58.41,0.42,41.59,7.10,211.93,140.44,77.48,14.59,54.76,90.71,126.13,181.11,19.62,-18.34,"-2,346.19",-14.72,0.78,1.75,206.30,0.81,1.64,0.31,444.28,"1,163.17",0.50,715.71,-0.15,-0.05,--,-0.08,-10.36
300131,1,0.08,--,--,"177,139","18,002","4,783",28,510,"5,292","3,762","2,986","-15,968","-5,126","251,353","132,967","77,210","74,459","169,729",4.31,1.49,10.16,2.15,3.10,2.70,89.75,2.11,2.22,11.53,3.54,2.45,10.25,6.52,10.15,340.15,1.79,1.23,14.95,"-1,193.08",30.72,--,69.28,--,"1,438.89",44.34,--,--,83.28,67.98,42.76,--,4.82,260.93,54.13,209.22,159.25,4.56,78.99,5.95,13.98,1.02,60.54,353.95,1.73,208.22,-0.09,-0.06,-4.27,-0.21,-21.44
000955,1,0.01,--,--,"25,990","2,773","-5,270",111,"5,809",539,487,"-5,363",110,"-3,211","100,061","36,318","29,611","23,070","67,753",0.72,0.48,10.67,0.47,1.73,-20.28,89.21,1.83,0.72,60.36,46.13,32.48,10.79,30.40,"1,098.45",514.46,1.57,1.30,91.00,133.03,29.59,0.38,70.41,5.00,132.52,42.03,84.48,6.63,62.41,90.48,39.84,318.46,53.13,14.93,--,4.66,-0.67,9.73,36.99,4.43,0.57,0.26,81.34,"1,390.50",0.63,569.08,0.00,0.00,0.23,0.00,0.48
600880,1,0.26,--,--,"162,407","81,560","39,381",291,"2,296","41,677","28,095","28,446","53,120","16,624","484,317","169,121","71,197","44,662","362,449",7.99,6.94,46.46,6.95,34.13,24.25,51.37,20.71,7.75,67.10,17.76,15.15,48.63,21.65,6.21,181.06,3.79,3.74,261.64,"-2,258.88",14.70,--,85.30,--,769.76,17.23,--,--,57.46,76.30,10.81,--,11.08,6.98,-13.22,5.10,0.12,5.41,66.56,30.65,2.93,0.34,11.75,"1,073.03",1.03,349.11,0.33,0.11,1.58,0.75,118.94
600540,1,0.05,--,--,"110,326",-135,"-9,301","6,479","8,466",-835,"1,435","-14,057","5,469","47,776","336,095","177,445","195,696","175,392","119,769",2.10,-0.31,-0.12,-0.35,-0.67,-8.43,100.03,-0.95,1.20,105.90,27.32,11.41,-0.03,12.27,"-1,789.87",16.12,1.01,0.78,47.76,80.27,58.23,5.18,41.77,3.17,171.16,139.39,105.04,7.04,67.54,113.00,132.50,169.94,24.41,-18.94,--,62.69,26.49,6.90,52.16,2.79,1.66,0.37,128.83,981.73,0.73,491.53,0.05,0.02,--,0.03,3.12
300166,1,0.52,5.37,0.31,"61,527","29,330","13,809",-199,936,"14,745","13,563","13,142","8,579","-3,195","181,680","82,497","31,291","30,763","149,770",12.50,7.42,47.67,9.14,31.44,22.44,51.65,21.92,9.06,54.85,10.18,8.42,48.35,23.89,5.00,198.91,2.68,2.58,78.45,"-38,757.06",17.22,--,82.78,--,"6,214.71",20.81,--,--,57.08,65.95,20.46,--,1.33,31.42,49.97,48.05,60.04,1.57,229.15,13.31,28.57,0.42,27.05,863.72,0.83,434.99,0.14,0.05,0.64,0.27,27.89
603799,1,0.33,--,--,"435,333","69,024","20,955","10,697",658,"21,614","14,538","10,629","-71,963","-2,841","788,431","421,758","560,243","489,312","224,948",6.75,1.79,15.86,2.05,5.14,4.81,82.91,3.25,6.46,120.00,23.36,6.76,17.09,12.48,52.54,319.35,0.86,0.37,12.10,199.84,71.06,-0.84,28.94,7.16,100.58,245.52,128.81,19.84,85.28,160.69,239.19,139.40,28.78,21.42,17.84,-0.39,32.93,20.72,17.37,1.89,2.57,0.63,190.48,571.25,1.26,286.53,-0.17,-0.09,-5.09,-0.13,-14.71
600074,1,0.18,--,--,"165,699","68,562","38,575",2,"4,595","43,170","37,348","37,209","-14,794","61,294","266,993","206,366","121,749","121,749","145,244",33.53,13.99,41.38,20.30,34.49,23.28,57.93,22.54,25.71,17.96,28.51,15.51,42.07,16.92,10.65,158.82,1.70,1.29,72.03,"1,623.55",45.60,--,54.40,--,738.61,83.82,--,--,82.89,41.74,83.82,--,7.37,124.03,"1,541.41",94.35,164.36,5.34,67.43,3.29,4.66,0.90,109.38,399.73,1.41,255.46,-0.09,-0.06,-0.40,-0.12,-12.15
300023,1,0.42,--,--,"33,277","12,986","8,152",81,639,"8,791","5,360","5,188","-161,504","6,701","455,657","148,216","350,922","294,638","98,657",8.08,1.44,39.02,2.60,35.45,24.50,59.87,19.78,5.43,65.92,7.96,1.83,40.13,13.54,8.19,147.72,0.50,0.49,38.08,-716.04,77.01,-0.31,22.99,10.11,825.10,335.06,203.86,30.55,87.87,293.54,325.31,133.14,2.79,266.69,289.17,199.66,809.59,2.33,154.77,6.54,2.62,0.13,55.03,"2,735.56",0.37,960.26,-4.85,-0.35,-24.53,-0.46,-54.81
002772,1,0.88,--,--,"47,952","19,746","10,442",228,"1,058","11,501","11,438","10,112","20,943","-5,335","168,273","53,136","64,480","27,691","103,126",14.93,6.83,41.18,8.38,30.51,21.78,58.82,23.98,11.09,190.64,27.35,16.87,41.18,19.78,11.19,171.69,1.92,1.74,68.17,"1,224.24",38.32,1.17,61.68,17.72,184.27,62.12,86.17,22.32,76.93,110.93,55.41,263.77,33.47,25.04,26.65,108.40,58.58,98.05,3.67,6.22,0.96,0.35,57.87,"1,030.04",1.11,324.03,0.44,0.12,1.82,0.32,75.63
600618,1,-0.51,--,--,"701,541","62,164","-59,638","6,263","1,342","-58,297","-59,250","-26,218","-2,906","-17,075","575,472","175,893","349,846","234,455","216,466",-24.45,-10.21,8.86,-10.00,-7.93,-8.50,90.88,-8.38,-27.37,433.37,222.12,87.09,9.12,13.69,-13.05,-106.63,0.75,0.54,17.17,-379.98,60.79,--,39.21,--,66.68,155.06,--,--,37.67,177.10,103.91,--,58.80,0.59,"-2,420.41",-23.30,-3.97,25.91,13.89,14.36,1.98,1.19,25.08,301.41,3.95,91.15,-0.00,-0.01,--,-0.01,-1.24
601985,1,0.23,--,0.82,"1,880,074","707,571","414,632","8,770","201,516","616,149","247,174","236,762","954,316","92,530","22,244,663","2,236,118","17,588,215","2,307,656","2,246,238",11.61,2.32,37.64,2.47,41.78,22.05,60.49,27.43,11.00,"2,642.44",90.68,18.98,39.51,16.07,34.13,114.84,0.97,0.45,22.81,414.09,79.07,-187.92,20.93,60.43,59.04,377.72,110.55,74.27,68.03,429.70,338.26,141.06,35.45,3.98,0.70,12.20,14.24,9.21,39.11,1.01,0.29,0.09,357.28,"3,995.56",0.89,403.59,0.51,0.04,1.85,0.05,41.35
002080,1,0.38,--,--,"442,445","91,308","12,752",123,"10,052","22,805","15,219","13,862","38,162","19,455","805,526","490,335","530,933","466,185","252,540",6.22,2.14,20.64,2.38,5.39,2.88,78.88,3.90,6.03,322.76,47.02,16.03,21.12,16.33,44.62,400.39,1.05,0.83,11.88,369.90,65.91,0.92,34.09,2.76,122.33,193.35,106.18,7.50,66.75,114.78,177.88,157.44,27.87,28.50,41.71,5.34,24.06,3.22,111.77,3.72,2.12,0.61,96.89,591.81,1.03,349.68,0.09,0.05,2.21,0.07,8.19
600686,1,0.56,--,--,"2,143,103","280,952","46,305","5,470","12,338","58,643","24,854","17,144","11,391","-30,674","1,842,954","1,537,520","1,400,311","1,355,101","243,531",10.59,2.64,13.11,2.82,2.83,2.16,86.09,2.27,10.21,412.54,41.25,9.91,13.91,9.66,30.37,479.09,1.13,1.01,31.32,"1,653.01",75.98,--,24.02,--,222.46,316.35,--,--,59.77,69.00,306.14,--,10.80,2.97,8.34,11.07,14.55,3.08,116.96,10.68,11.58,1.24,33.71,289.93,1.49,242.28,0.01,0.01,0.23,0.01,0.84
000982,1,0.05,--,--,"310,353","52,123",601,140,"10,144","10,745","8,713","4,469","49,022","4,641","1,270,919","721,928","847,609","616,582","422,378",2.37,0.70,16.79,0.84,3.43,0.19,83.04,2.88,2.06,25.13,10.72,3.57,16.96,17.61,95.71,485.08,1.17,0.58,23.55,144.70,66.69,1.73,33.31,14.32,289.87,200.23,90.70,30.06,80.04,129.69,188.65,156.61,11.49,-0.23,-68.18,114.95,48.85,3.83,93.90,0.74,2.33,0.29,483.35,"1,232.45",0.49,729.93,0.16,0.04,5.48,0.06,7.95
000518,1,0.01,--,--,"24,123","13,977",133,736,-89,44,596,27,"2,009","-11,194","81,808","34,863","9,649","9,160","68,107",0.88,-1.12,57.94,-1.12,0.21,0.55,40.71,-3.81,0.87,8.00,11.41,10.06,59.29,43.46,"1,479.91","31,984.58",3.81,3.34,37.93,110.79,11.79,--,88.21,--,286.76,13.37,--,--,73.33,65.06,12.69,--,30.76,15.56,--,-1.26,-0.55,3.07,117.19,2.17,1.05,0.29,165.88,"1,224.07",0.60,595.63,0.08,0.02,--,0.21,21.93
601012,1,0.55,--,--,"368,017","61,849","29,260",195,"2,663","31,923","29,355","26,889","36,750","38,959","644,934","334,117","318,678","254,999","321,829",9.48,4.63,16.81,5.36,9.53,7.95,82.99,8.11,9.12,205.35,33.90,17.15,17.01,7.86,8.95,193.74,1.31,0.87,45.97,505.30,49.41,0.24,50.59,2.88,135.20,97.68,90.13,5.39,74.93,95.27,83.86,230.39,37.42,61.38,312.86,9.03,37.58,9.90,36.37,3.25,1.67,0.66,110.84,544.71,1.34,269.02,0.10,0.06,1.23,0.12,14.41
600728,1,0.23,--,--,"226,480","40,925","10,576",255,"2,699","13,275","11,482","9,104","-2,897","-16,523","264,747","223,421","140,178","132,084","119,951",10.05,4.61,18.07,5.03,6.16,4.67,81.68,5.39,9.57,34.83,13.97,6.57,18.32,13.21,22.25,308.29,1.69,1.09,41.84,"1,064.24",52.95,--,47.05,--,"1,822.02",112.53,--,--,56.80,33.18,106.03,--,2.58,7.06,24.97,12.76,20.08,3.64,98.94,3.00,30.65,0.93,120.20,385.65,1.11,323.10,-0.01,-0.01,-0.24,-0.02,-2.19
002612,1,0.61,--,--,"123,544","73,156","14,126","5,579","1,709","15,835","12,122","5,185","3,551","23,493","289,836","200,710","64,252","32,814","225,583",5.06,4.18,59.21,4.46,14.43,11.43,39.34,9.81,5.37,82.03,7.27,5.66,60.66,48.04,46.02,462.00,6.12,4.42,140.52,"2,609.18",22.17,0.19,77.83,10.85,632.28,28.48,34.68,12.23,89.28,39.51,28.48,428.89,12.31,-10.40,-48.14,-3.38,14.07,11.04,32.61,0.85,5.95,0.45,421.94,792.43,0.62,584.70,0.03,0.01,0.29,0.06,10.82
300412,1,1.07,6.69,0.73,"18,381","9,115","4,497",--,463,"4,961","4,276","3,887","3,890","18,599","45,517","34,321","9,771","9,771","35,747",22.86,9.39,49.59,12.34,36.18,24.47,49.58,23.26,11.96,128.44,19.19,15.07,50.42,24.18,9.34,183.74,3.51,2.83,225.59,"10,619.33",21.47,--,78.53,--,379.47,27.33,--,--,78.48,31.32,27.33,--,20.70,19.16,23.16,110.69,91.46,4.33,83.12,1.64,2.11,0.53,219.45,678.61,0.77,467.53,0.21,0.09,0.91,0.40,39.81
300193,1,0.16,--,--,"62,487","20,714","8,624",-251,680,"9,304","7,729","7,259","12,716","-83,497","228,907","182,516","29,645","27,518","199,044",3.97,3.27,33.15,3.40,18.22,13.80,66.01,11.98,3.88,31.43,8.00,6.96,33.99,14.85,4.61,222.64,6.63,5.98,65.36,-64.71,12.95,--,87.05,--,512.01,14.88,--,--,82.15,23.28,13.81,--,17.00,6.23,52.20,4.23,8.02,5.33,67.57,2.24,1.56,0.28,160.74,"1,269.84",0.36,995.30,0.20,0.06,1.70,0.43,46.21
600712,1,0.03,--,--,"249,748","35,671","2,373",83,229,"2,602","1,626","1,429","-20,463","-22,699","207,928","55,591","99,722","99,722","108,207",1.51,0.78,14.28,0.76,1.05,0.95,84.49,0.65,1.50,49.57,24.95,12.98,15.51,13.38,12.01,"1,370.87",0.56,0.39,27.20,286.66,47.96,--,52.04,--,92.60,92.16,--,--,82.16,140.78,92.16,--,56.20,-13.73,-4.17,1.01,-5.02,923.02,0.39,13.00,2.10,1.17,27.68,307.64,3.85,93.44,-0.08,-0.10,-12.59,-0.21,-20.52
